School Name,Student Number,Grade,Program Code,BPS Race,First Lang,Home Lang,Home Lang 2,Home Lang 3,SN Code,21-22 ACCESS Overall,22-23 ACCESS Overall,,,,,,,,,,,,,,,,,
School AK,201088,3,REG,Other,English,English,Haitian Creole,,,4.1,4,,,,,,,,,,,,,,,,,
School AA,280204,7,REG,Hispanic,Spanish,English,Spanish,,,4.1,4,,,,,,,,,,,,,,,,,
School H,143660,5,SI4,Hispanic,English,English,Spanish,,Y3,4.3,4.2,,,,,,,,,,,,,,,,,
School O,237672,1,REG,White,English,English,Arabic,,,4.3,4.2,,,,,,,,,,,,,,,,,
School U,198515,3,REG,White,French,French,German,,,4.1,4,,,,,,,,,,,,,,,,,
School Y,284743,3,REG,Hispanic,Spanish,Spanish,English,,,4.1,4,,,,,,,,,,,,,,,,,
School X,258533,5,TLE,Hispanic,Spanish,Spanish,,,,4.1,4,,,,,,,,,,,,,,,,,
School AV,194649,3,SI4,Hispanic,Spanish,Spanish,,,X3,4.1,4,,,,,,,,,,,,,,,,,
School AJ,125363,6,TLE,Hispanic,Spanish,English,Spanish,,,4.1,4,,,,,,,,,,,,,,,,,
School U,211469,8,REG,Black,Cape Verdean,English,,,,4,3.9,,,,,,,,,,,,,,,,,
School S,164612,3,REG,Hispanic,Spanish,Spanish,,,,4,3.9,,,,,,,,,,,,,,,,,
School AS,260333,6,SI4,Black,Portuguese,Portuguese,,,Y3,4,3.9,,,,,,,,,,,,,,,,,
School BM,235164,5,REG,Black,Cape Verdean,English,Cape Verdean,,,4,3.9,,,,,,,,,,,,,,,,,
School BV,120850,10,REG,Hispanic,Spanish,English,Spanish,,R2,4,3.9,,,,,,,,,,,,,,,,,
School AI,169775,2,REG,Black,Cape Verdean,English,Cape Verdean,,,4,3.9,,,,,,,,,,,,,,,,,
School AQ,224335,11,REG,Hispanic,Spanish,Spanish,,,,4,3.9,,,,,,,,,,,,,,,,,
School DA,290411,5,TLE,Hispanic,Spanish,Spanish,,,,4,3.9,,,,,,,,,,,,,,,,,
School CN,229498,9,VEP,Black,Cape Verdean,Cape Verdean,,,,4,3.9,,,,,,,,,,,,,,,,,
School U,120451,5,REG,Asian,Vietnamese,English,Vietnamese,,,4,3.9,,,,,,,,,,,,,,,,,
School BV,176017,11,SL4,Hispanic,Spanish,English,Spanish,,L4,4,3.9,,,,,,,,,,,,,,,,,
School AM,148525,7,REG,Hispanic,Spanish,English,Spanish,,,4,3.9,,,,,,,,,,,,,,,,,
School V,178745,10,REG,Hispanic,Spanish,English,Spanish,,,4,3.9,,,,,,,,,,,,,,,,,
School AQ,162420,10,REG,Black,Cape Verdean,English,Cape Verdean,,,4,3.9,,,,,,,,,,,,,,,,,
School BI,116262,1,REM,Hispanic,Spanish,Spanish,English,,,4,3.9,,,,,,,,,,,,,,,,,
School BY,129342,6,REG,Hispanic,Spanish,Spanish,English,,,4,3.9,,,,,,,,,,,,,,,,,
School BR,285258,3,REG,Black,Haitian Creole,English,Haitian Creole,,,4,3.9,,,,,,,,,,,,,,,,,
School AJ,188966,4,TLE,Hispanic,English,English,English,English,,4,3.9,,,,,,,,,,,,,,,,,
School W,177047,10,REG,Hispanic,Spanish,Spanish,,,,4,3.9,,,,,,,,,,,,,,,,,
School AF,152597,5,REG,Hispanic,English,English,,,R2,4,3.9,,,,,,,,,,,,,,,,,
School CV,214892,9,TLE,Hispanic,Spanish,Spanish,,,R1,4,3.9,,,,,,,,,,,,,,,,,
School AE,284868,1,REG,White,Russian,Russian,English,,,4.4,4.3,,,,,,,,,,,,,,,,,
School T,142094,5,REG,White,English,English,Greek,,,4.2,4.1,,,,,,,,,,,,,,,,,
School F,269198,5,REG,Asian,Toishanese,Mandarin,Toishanese,,,4.4,4.3,,,,,,,,,,,,,,,,,
School B,132991,11,REG,Black,Cape Verdean,Cape Verdean,Portuguese,,,4.2,4.1,,,,,,,,,,,,,,,,,
School O,225679,5,REG,Hispanic,Spanish,Spanish,,,,4.2,4.1,,,,,,,,,,,,,,,,,
School L,114442,5,REG,Hispanic,Spanish,Spanish,English,,,4.2,4.1,,,,,,,,,,,,,,,,,
School AJ,126724,5,TLE,Hispanic,Spanish,Spanish,,,,4.2,4.1,,,,,,,,,,,,,,,,,
School S,127403,6,REG,White,Arabic,Arabic,,,,4.1,3.9,,,,,,,,,,,,,,,,,
School I,223976,3,REG,Black,Haitian Creole,Haitian Creole,,,,4.1,3.9,,,,,,,,,,,,,,,,,
School AL,160557,4,REG,Hispanic,English,English,Spanish,,,4.1,3.9,,,,,,,,,,,,,,,,,
School CB,107391,9,REG,Hispanic,Spanish,Spanish,,,,4.1,3.9,,,,,,,,,,,,,,,,,
School W,174975,12,REG,Hispanic,Spanish,English,,,,4.1,3.9,,,,,,,,,,,,,,,,,
School CC,227740,5,REG,Hispanic,Spanish,Spanish,Spanish,,,4.1,3.9,,,,,,,,,,,,,,,,,
School CB,175639,10,REG,Asian,Vietnamese,English,Vietnamese,,,4.1,3.9,,,,,,,,,,,,,,,,,
School X,155850,5,TLE,Hispanic,Spanish,English,Spanish,,,4.1,3.9,,,,,,,,,,,,,,,,,
School V,127923,9,REG,Black,Haitian Creole,Haitian Creole,,,,4.1,3.9,,,,,,,,,,,,,,,,,
School I,170744,3,REG,White,English,English,Arabic,,,4.1,3.9,,,,,,,,,,,,,,,,,
School CM,261071,7,SI4,Black,French,French,Haitian Creole,,X3,4.1,3.9,,,,,,,,,,,,,,,,,
School CB,274556,9,REG,Asian,Vietnamese,Vietnamese,,,,4.1,3.9,,,,,,,,,,,,,,,,,
School U,133374,4,REG,Asian,Vietnamese,Vietnamese,,,,4.1,3.9,,,,,,,,,,,,,,,,,
School W,250818,11,REG,Hispanic,Spanish,Spanish,,,R2,4.1,3.9,,,,,,,,,,,,,,,,,
School BY,182502,6,REG,Black,Somali,English,Somali,,R1,4.1,3.9,,,,,,,,,,,,,,,,,
School BB,105986,3,REG,Black,French,English,,,,4,3.8,,,,,,,,,,,,,,,,,
School O,167574,1,REG,Hispanic,Spanish,English,Spanish,,,4.2,4,,,,,,,,,,,,,,,,,
School X,169067,5,TLE,Hispanic,Spanish,Spanish,,,,4,3.8,,,,,,,,,,,,,,,,,
School CC,185846,1,REG,White,English,English,Arabic,,,4.3,4.1,,,,,,,,,,,,,,,,,
School W,143928,10,REG,Hispanic,Portuguese,Portuguese,,,,4,3.8,,,,,,,,,,,,,,,,,
School AO,165631,5,REG,Black,Haitian Creole,English,Haitian Creole,,,4,3.8,,,,,,,,,,,,,,,,,
School X,101623,7,TLE,Hispanic,Spanish,Spanish,,,,4,3.8,,,,,,,,,,,,,,,,,
School M,188497,3,REG,Hispanic,Spanish,Spanish,,,,4,3.8,,,,,,,,,,,,,,,,,
School L,120053,5,REG,Hispanic,Spanish,Spanish,,,,4,3.8,,,,,,,,,,,,,,,,,
School AA,158374,3,REG,Black,Somali,Somali,English,,,4,3.8,,,,,,,,,,,,,,,,,
School BM,195205,5,REG,Hispanic,Spanish,Spanish,,,,4,3.8,,,,,,,,,,,,,,,,,
School X,134380,7,TLE,Hispanic,Spanish,English,Spanish,,,4.2,4,,,,,,,,,,,,,,,,,
School AF,197441,6,SI4,Hispanic,Spanish,English,Spanish,,L3,4,3.8,,,,,,,,,,,,,,,,,
School X,289768,6,TLE,Hispanic,Spanish,Other,English,,,4,3.8,,,,,,,,,,,,,,,,,
School U,178752,5,REG,Other,Indian,English,,,,4,3.8,,,,,,,,,,,,,,,,,
School AD,103974,6,REG,Black,Bengali,Bengali,,,,4,3.8,,,,,,,,,,,,,,,,,
School Y,169256,8,REG,Hispanic,Spanish,English,,,,4.3,4.1,,,,,,,,,,,,,,,,,
School BM,181534,1,REG,Hispanic,English,English,Spanish,,,4.3,4.1,,,,,,,,,,,,,,,,,
School X,265647,8,TLE,Hispanic,Spanish,Spanish,,,,4,3.8,,,,,,,,,,,,,,,,,
School Y,204240,5,REG,Hispanic,Spanish,Spanish,,,,4,3.8,,,,,,,,,,,,,,,,,
School C,108663,5,SI4,Hispanic,English,English,Spanish,,R2,4,3.8,,,,,,,,,,,,,,,,,
School M,236024,3,REG,Hispanic,English,English,Spanish,,,4,3.8,,,,,,,,,,,,,,,,,
School A,284472,6,REG,Hispanic,Spanish,Spanish,,,,4,3.8,,,,,,,,,,,,,,,,,
School DC,128429,12,REJ,Hispanic,Spanish,English,Spanish,English,,4,3.8,,,,,,,,,,,,,,,,,
School Z,245144,6,REG,Hispanic,Spanish,English,Spanish,,,4.3,4.1,,,,,,,,,,,,,,,,,
School U,124036,1,REG,Asian,Vietnamese,English,Vietnamese,,,4.3,4.1,,,,,,,,,,,,,,,,,
School CG,121003,1,REG,Black,Amharic,English,Amharic,,,4.1,3.8,,,,,,,,,,,,,,,,,
School BM,172035,5,REG,Hispanic,English,English,Spanish,Cape Verdean,,4,3.7,,,,,,,,,,,,,,,,,
School BQ,252765,5,REG,Hispanic,Spanish,English,Spanish,,,4.1,3.8,,,,,,,,,,,,,,,,,
School CN,291232,9,VEP,Black,Cape Verdean,English,,,,4.1,3.8,,,,,,,,,,,,,,,,,
School Y,280137,6,REG,White,Portuguese,Portuguese,Portuguese,,,4,3.7,,,,,,,,,,,,,,,,,
School CD,218673,9,REG,Hispanic,Spanish,Spanish,,,R2,4.1,3.8,,,,,,,,,,,,,,,,,
School CK,227505,6,REG,Asian,Cantonese,Cantonese,,,,4,3.7,,,,,,,,,,,,,,,,,
School O,234903,6,REG,Hispanic,Spanish,English,Spanish,,,4.1,3.8,,,,,,,,,,,,,,,,,
School CC,283598,5,REG,Hispanic,Spanish,Spanish,Spanish,Spanish,,4,3.7,,,,,,,,,,,,,,,,,
School O,168504,1,REG,White,Albanian,Albanian,English,,,4.5,4.2,,,,,,,,,,,,,,,,,
School V,203645,12,REG,Black,Haitian Creole,Haitian Creole,,,,4,3.7,,,,,,,,,,,,,,,,,
School BB,152329,5,REG,Black,English,Haitian Creole,Haitian Creole,,,4,3.7,,,,,,,,,,,,,,,,,
School M,107870,6,REG,Hispanic,Spanish,Spanish,,,R1,4.1,3.8,,,,,,,,,,,,,,,,,
School G,271806,6,REG,Hispanic,Spanish,English,Spanish,Haitian Creole,,4.1,3.8,,,,,,,,,,,,,,,,,
School N,113275,2,REG,Hispanic,Spanish,English,,,,4.1,3.8,,,,,,,,,,,,,,,,,
School J,142561,3,REG,Black,Cape Verdean,English,Cape Verdean,,,4.1,3.8,,,,,,,,,,,,,,,,,
School AL,136400,7,SI4,Hispanic,Spanish,English,Spanish,,L3,4,3.7,,,,,,,,,,,,,,,,,
School O,251613,6,REG,Hispanic,Spanish,Spanish,Spanish,Spanish,R1,4,3.7,,,,,,,,,,,,,,,,,
School CP,228392,11,SL4,Hispanic,Spanish,English,Spanish,,X3,4,3.7,,,,,,,,,,,,,,,,,
School CL,255430,1,REG,Black,English,English,English,Ibo,,4,3.7,,,,,,,,,,,,,,,,,
School AD,151174,3,REG,Hispanic,Spanish,English,Spanish,,,4,3.7,,,,,,,,,,,,,,,,,
School CK,151906,7,REG,Hispanic,Spanish,Spanish,,,R1,4.1,3.8,,,,,,,,,,,,,,,,,
School L,141583,1,REG,Hispanic,Spanish,Spanish,English,,,4,3.7,,,,,,,,,,,,,,,,,
School AA,124714,5,REG,Hispanic,Spanish,Spanish,,,,4,3.7,,,,,,,,,,,,,,,,,
School CD,120980,9,REG,Hispanic,Portuguese,Portuguese,,,,4.1,3.8,,,,,,,,,,,,,,,,,
School CU,131556,11,REG,Hispanic,Spanish,English,Spanish,,,4,3.7,,,,,,,,,,,,,,,,,
School AW,239221,9,REG,Asian,Turkish,Turkish,,,,4.1,3.8,,,,,,,,,,,,,,,,,
School AH,296841,6,REG,Hispanic,Spanish,Spanish,,,,4,3.7,,,,,,,,,,,,,,,,,
School X,157123,5,TLE,Hispanic,Spanish,Spanish,Spanish,Spanish,,4,3.7,,,,,,,,,,,,,,,,,
School CH,139342,1,REG,Hispanic,Spanish,English,Spanish,,,4.3,4,,,,,,,,,,,,,,,,,
School DC,200123,11,SL4,Hispanic,Spanish,English,Spanish,,L4,4.1,3.8,,,,,,,,,,,,,,,,,
School CA,272114,11,REG,Hispanic,Spanish,Spanish,,,R2,4,3.7,,,,,,,,,,,,,,,,,
School CP,202111,9,REG,Hispanic,Spanish,Spanish,,,,4,3.7,,,,,,,,,,,,,,,,,
School AD,151596,3,REG,Hispanic,Spanish,Spanish,,,,4.1,3.8,,,,,,,,,,,,,,,,,
School AE,113055,1,REG,Asian,English,Mandarin,,,,4.1,3.8,,,,,,,,,,,,,,,,,
School BP,112446,7,REG,Black,Cape Verdean,English,Cape Verdean,,,4.2,3.9,,,,,,,,,,,,,,,,,
School BN,192799,6,REG,Black,English,Haitian Creole,,,,4.2,3.9,,,,,,,,,,,,,,,,,
School DA,231601,5,TLE,Hispanic,Spanish,Spanish,,,,4.2,3.9,,,,,,,,,,,,,,,,,
School CK,147984,9,REG,Asian,Mandarin,Mandarin,Cantonese,,,4.2,3.9,,,,,,,,,,,,,,,,,
School J,237655,7,REG,Black,Cape Verdean,Cape Verdean,,,,4.2,3.9,,,,,,,,,,,,,,,,,
School S,196696,6,REG,White,Kurdish,Kurdish,,,,4.1,3.7,,,,,,,,,,,,,,,,,
School Q,278625,3,REG,Black,Cape Verdean,English,Cape Verdean,,,4.1,3.7,,,,,,,,,,,,,,,,,
School C,138902,4,REG,Hispanic,Spanish,English,Spanish,,R1,4.1,3.7,,,,,,,,,,,,,,,,,
School AY,131864,6,REG,Asian,Mandarin,Mandarin,,,,4.1,3.7,,,,,,,,,,,,,,,,,
School A,158627,3,SI4,Hispanic,English,English,Spanish,,Y3,4.1,3.7,,,,,,,,,,,,,,,,,
School W,174557,8,REG,Hispanic,Spanish,English,Spanish,,R1,4.1,3.7,,,,,,,,,,,,,,,,,
School AJ,140105,4,TLE,Hispanic,Spanish,Spanish,,,,4.1,3.7,,,,,,,,,,,,,,,,,
School BB,112186,1,REG,Hispanic,Spanish,Spanish,,,,4.6,4.2,,,,,,,,,,,,,,,,,
School W,214672,7,REG,Hispanic,Spanish,Spanish,,,,4.1,3.7,,,,,,,,,,,,,,,,,
School AD,107354,6,SI4,Hispanic,Portuguese,Portuguese,,,L3,4.1,3.7,,,,,,,,,,,,,,,,,
School BN,203175,6,REG,Hispanic,Spanish,Spanish,,,,4.3,3.9,,,,,,,,,,,,,,,,,
School L,273766,6,REG,Hispanic,Spanish,Spanish,,,,4,3.6,,,,,,,,,,,,,,,,,
School J,231258,5,REG,Hispanic,Spanish,English,Spanish,,,4,3.6,,,,,,,,,,,,,,,,,
School CV,153077,10,TLE,Hispanic,Spanish,Spanish,,,,4,3.6,,,,,,,,,,,,,,,,,
School BN,288515,5,REG,Hispanic,Spanish,English,Spanish,,R1,4,3.6,,,,,,,,,,,,,,,,,
School P,218453,6,TLE,Hispanic,Spanish,Spanish,,,,4,3.6,,,,,,,,,,,,,,,,,
School AJ,109543,8,TLE,Hispanic,Spanish,Spanish,,,R1,4,3.6,,,,,,,,,,,,,,,,,
School CC,132066,1,REG,Hispanic,English,English,Spanish,,P1,4,3.6,,,,,,,,,,,,,,,,,
School H,173134,2,REG,Black,English,English,Somali,,,4.3,3.9,,,,,,,,,,,,,,,,,
School AS,198781,11,REG,Hispanic,Spanish,Spanish,,,R2,4,3.6,,,,,,,,,,,,,,,,,
School W,258667,7,SI4,Hispanic,Spanish,Other,,,R2,4,3.6,,,,,,,,,,,,,,,,,
School J,119870,7,REG,Black,Cape Verdean,Cape Verdean,Portuguese,,,4.3,3.9,,,,,,,,,,,,,,,,,
School L,245498,3,REG,Hispanic,Spanish,Spanish,,,,4,3.6,,,,,,,,,,,,,,,,,
School CK,264567,6,REG,Hispanic,English,English,Spanish,,,4,3.6,,,,,,,,,,,,,,,,,
School BS,286204,6,REG,Hispanic,Spanish,Spanish,,,R2,4.3,3.9,,,,,,,,,,,,,,,,,
School AQ,189789,10,REG,Hispanic,Spanish,Spanish,,,,4,3.6,,,,,,,,,,,,,,,,,
School B,188579,11,SL4,Hispanic,Spanish,English,Spanish,,L4,4.3,3.9,,,,,,,,,,,,,,,,,
School AV,286400,5,REG,Hispanic,Spanish,Spanish,,,,4.3,3.9,,,,,,,,,,,,,,,,,
School U,180110,5,REG,Asian,Vietnamese,Vietnamese,,,,4,3.6,,,,,,,,,,,,,,,,,
School AV,191484,1,TLE,Black,English,English,Haitian Creole,,,4.2,3.8,,,,,,,,,,,,,,,,,
School P,143868,3,TLE,Hispanic,Spanish,Spanish,English,,,4.2,3.8,,,,,,,,,,,,,,,,,
School AH,148424,5,REG,Hispanic,Spanish,Spanish,Spanish,Spanish,,4.4,4,,,,,,,,,,,,,,,,,
School BF,263697,2,REG,White,Spanish,Spanish,German,English,,4.5,4.1,,,,,,,,,,,,,,,,,
School CP,228842,10,REG,Hispanic,Spanish,Spanish,,,R2,4.1,3.6,,,,,,,,,,,,,,,,,
School BR,221972,6,REG,Hispanic,Spanish,English,Spanish,,,4.1,3.6,,,,,,,,,,,,,,,,,
School B,152247,11,REG,Black,Haitian Creole,Haitian Creole,French,,,4.1,3.6,,,,,,,,,,,,,,,,,
School CD,193612,9,REG,Hispanic,Spanish,English,,,,4.1,3.6,,,,,,,,,,,,,,,,,
School BR,190367,5,SI4,Black,English,English,Haitian Creole,,L3,4.1,3.6,,,,,,,,,,,,,,,,,
School CX,179472,10,REG,Hispanic,Spanish,Spanish,,,S1,4.1,3.6,,,,,,,,,,,,,,,,,
School BR,154461,1,REG,Black,Haitian Creole,Haitian Creole,,,,4.1,3.6,,,,,,,,,,,,,,,,,
School C,240586,2,REG,Hispanic,English,English,Spanish,,,4.1,3.6,,,,,,,,,,,,,,,,,
School F,206635,5,SI4,White,German,English,German,,X3,4.1,3.6,,,,,,,,,,,,,,,,,
School CP,117133,12,REG,Asian,Mandarin,Toishanese,Mandarin,,,4.1,3.6,,,,,,,,,,,,,,,,,
School BY,172179,3,REG,Nat. Amer.,Haitian Creole,English,Haitian Creole,,,4.1,3.6,,,,,,,,,,,,,,,,,
School W,243622,10,REG,Hispanic,Spanish,Spanish,,,,4.1,3.6,,,,,,,,,,,,,,,,,
School AZ,261885,6,REG,Hispanic,Spanish,English,Spanish,,R1,4.1,3.6,,,,,,,,,,,,,,,,,
School W,171110,9,REG,Hispanic,Spanish,English,Spanish,,R1,4.1,3.6,,,,,,,,,,,,,,,,,
School BO,134171,1,REG,Asian,Bengali,Bengali,,,,4.1,3.6,,,,,,,,,,,,,,,,,
School CN,160574,10,VEP,Hispanic,Spanish,Spanish,,,,4.1,3.6,,,,,,,,,,,,,,,,,
School BR,170636,6,REG,Black,Haitian Creole,English,Haitian Creole,,,4.3,3.8,,,,,,,,,,,,,,,,,
School BF,166667,1,REG,Hispanic,Spanish,English,Spanish,,,4.3,3.8,,,,,,,,,,,,,,,,,
School J,129566,6,REG,Hispanic,Spanish,Spanish,,,,4,3.5,,,,,,,,,,,,,,,,,
School CP,251516,9,REG,Hispanic,Spanish,English,Spanish,,,4,3.5,,,,,,,,,,,,,,,,,
School P,145214,8,TLE,Hispanic,Spanish,Spanish,,,,4,3.5,,,,,,,,,,,,,,,,,
School CP,283020,12,REG,Hispanic,Spanish,English,Spanish,,,4,3.5,,,,,,,,,,,,,,,,,
School AS,111774,11,REG,Hispanic,Spanish,Spanish,,,,4,3.5,,,,,,,,,,,,,,,,,
School F,226037,5,REG,Asian,Toishanese,Toishanese,Mandarin,English,,4,3.5,,,,,,,,,,,,,,,,,
School U,226413,1,REG,Asian,Vietnamese,English,Vietnamese,,,4.5,4,,,,,,,,,,,,,,,,,
School BF,138281,1,REG,Other,English,English,Japanese,,,4,3.5,,,,,,,,,,,,,,,,,
School F,152199,1,REG,Asian,English,English,Cantonese,,,4.2,3.7,,,,,,,,,,,,,,,,,
School CK,161576,6,REG,Asian,Toishanese,Toishanese,,,P1,4,3.5,,,,,,,,,,,,,,,,,
School J,127005,6,REG,Hispanic,English,English,Spanish,,,4,3.5,,,,,,,,,,,,,,,,,
School AS,145062,8,REG,Hispanic,Spanish,Spanish,,,,4,3.5,,,,,,,,,,,,,,,,,
School M,206451,3,REG,Hispanic,Spanish,Spanish,English,,,4,3.5,,,,,,,,,,,,,,,,,
School N,257127,6,SI4,Hispanic,Spanish,Other,,,L3,4,3.5,,,,,,,,,,,,,,,,,
School BS,146648,6,REG,Hispanic,Spanish,English,Spanish,,,4.2,3.7,,,,,,,,,,,,,,,,,
School C,110152,6,REG,Hispanic,Spanish,Other,Spanish,,,4,3.5,,,,,,,,,,,,,,,,,
School C,155210,1,REG,White,English,English,German,Polish,,4.6,4.1,,,,,,,,,,,,,,,,,
School CH,125130,2,REG,Hispanic,Vietnamese,Vietnamese,,,,4,3.5,,,,,,,,,,,,,,,,,
School S,156734,5,REG,Hispanic,Spanish,Spanish,,,,4.4,3.9,,,,,,,,,,,,,,,,,
School N,255803,3,REG,Hispanic,Spanish,Spanish,Spanish,,,4.1,3.5,,,,,,,,,,,,,,,,,
School AJ,212550,3,TLE,Hispanic,Spanish,Spanish,English,Amer. Sign Language,,4.1,3.5,,,,,,,,,,,,,,,,,
School V,144099,8,REG,Black,Haitian Creole,English,Haitian Creole,,,4.1,3.5,,,,,,,,,,,,,,,,,
School AW,225048,7,REG,White,Arabic,Arabic,,,,4.1,3.5,,,,,,,,,,,,,,,,,
School I,125485,1,REG,Hispanic,English,Spanish,English,,,4.3,3.7,,,,,,,,,,,,,,,,,
School Q,256417,5,REG,Black,French,French,Haitian Creole,English,,4.3,3.7,,,,,,,,,,,,,,,,,
School AE,195482,1,REG,Hispanic,Spanish,Spanish,,,,4.3,3.7,,,,,,,,,,,,,,,,,
School BI,252634,1,REM,Hispanic,English,Spanish,English,,,4.1,3.5,,,,,,,,,,,,,,,,,
School U,203599,1,REG,Other,English,English,,,,4.6,4,,,,,,,,,,,,,,,,,
School BB,229177,5,REG,Hispanic,English,English,Spanish,,,4.1,3.5,,,,,,,,,,,,,,,,,
School BB,290523,5,REG,Hispanic,Spanish,Spanish,English,,,4.1,3.5,,,,,,,,,,,,,,,,,
School J,229033,3,REG,Hispanic,Spanish,Spanish,English,,,4.1,3.5,,,,,,,,,,,,,,,,,
School BN,126441,7,REG,Hispanic,Spanish,Spanish,,,,4.1,3.5,,,,,,,,,,,,,,,,,
School DC,280500,10,SL4,Hispanic,Spanish,Spanish,,,L4,4,3.4,,,,,,,,,,,,,,,,,
School C,156315,1,REG,Black,Haitian Creole,English,Haitian Creole,French,,4,3.4,,,,,,,,,,,,,,,,,
School CK,177132,8,REG,Asian,Toishanese,Toishanese,,,,4.2,3.6,,,,,,,,,,,,,,,,,
School J,290895,6,REG,Hispanic,Spanish,English,Spanish,,,4,3.4,,,,,,,,,,,,,,,,,
School U,180558,6,REG,Asian,Vietnamese,Vietnamese,,,,4,3.4,,,,,,,,,,,,,,,,,
School CD,195027,7,REG,Hispanic,Spanish,Spanish,English,,,4,3.4,,,,,,,,,,,,,,,,,
School BD,155133,5,REG,Hispanic,Spanish,Spanish,,,,4,3.4,,,,,,,,,,,,,,,,,
School AP,277574,1,REG,Hispanic,Spanish,Spanish,Spanish,Spanish,,4,3.4,,,,,,,,,,,,,,,,,
School BD,118411,5,SI4,Hispanic,Spanish,English,Spanish,,X3,4,3.4,,,,,,,,,,,,,,,,,
School H,156195,6,REG,Hispanic,Spanish,Spanish,,,,4,3.4,,,,,,,,,,,,,,,,,
School CE,210679,1,REG,Hispanic,English,English,Spanish,,,4.4,3.8,,,,,,,,,,,,,,,,,
School CV,196844,10,TLE,Hispanic,Spanish,Spanish,,,,4.1,3.4,,,,,,,,,,,,,,,,,
School BO,118601,6,REG,Hispanic,Spanish,Spanish,,,,4.1,3.4,,,,,,,,,,,,,,,,,
School BG,169244,6,REG,Black,Cape Verdean,Cape Verdean,Crioulo,,,4.1,3.4,,,,,,,,,,,,,,,,,
School CU,140990,12,REG,Hispanic,Spanish,Spanish,,,,4.1,3.4,,,,,,,,,,,,,,,,,
School DB,238931,12,REG,Hispanic,Spanish,Spanish,,,,4.1,3.4,,,,,,,,,,,,,,,,,
School T,158436,6,REG,Black,French,French,Haitian Creole,,,4.1,3.4,,,,,,,,,,,,,,,,,
School BW,271864,5,REG,Hispanic,Spanish,English,Spanish,,R1,4.6,3.9,,,,,,,,,,,,,,,,,
School P,102887,5,TLE,Hispanic,Spanish,English,Spanish,,,4.1,3.4,,,,,,,,,,,,,,,,,
School AZ,163438,1,REG,Hispanic,English,Spanish,English,Spanish,,4.1,3.4,,,,,,,,,,,,,,,,,
School BG,249050,1,REG,Black,Cape Verdean,English,Cape Verdean,,,4.4,3.7,,,,,,,,,,,,,,,,,
School BJ,239594,1,REG,Hispanic,Spanish,Spanish,,,,4.4,3.7,,,,,,,,,,,,,,,,,
School AF,137858,6,REG,Hispanic,Spanish,Spanish,Spanish,Spanish,R2,4,3.3,,,,,,,,,,,,,,,,,
School J,198996,6,REG,Black,Cape Verdean,English,Cape Verdean,,,4,3.3,,,,,,,,,,,,,,,,,
School CH,255294,2,REG,White,Polish,Polish,English,,,4.2,3.5,,,,,,,,,,,,,,,,,
School CN,172941,10,VEP,Hispanic,Spanish,English,Spanish,,R2,4,3.3,,,,,,,,,,,,,,,,,
School DC,129886,10,RES,White,Spanish,Spanish,,,,4,3.3,,,,,,,,,,,,,,,,,
School BF,240285,2,REG,Hispanic,Spanish,English,Spanish,,,4.2,3.5,,,,,,,,,,,,,,,,,
School AE,272638,1,REG,Asian,Cantonese,Cantonese,,,,4,3.3,,,,,,,,,,,,,,,,,
School AL,130587,6,REG,Hispanic,Spanish,Spanish,,,,4,3.2,,,,,,,,,,,,,,,,,
School CN,197530,10,VEP,Hispanic,Spanish,Spanish,,,,4,3.2,,,,,,,,,,,,,,,,,
School J,127602,6,REG,Hispanic,Spanish,Spanish,English,,,4.1,3.3,,,,,,,,,,,,,,,,,
School BB,153698,1,REG,Black,English,English,Yoruba,,,4.5,3.7,,,,,,,,,,,,,,,,,
School BN,110728,6,REG,Black,English,English,Haitian Creole,,,4,3.2,,,,,,,,,,,,,,,,,
School BG,236791,5,SI4,Hispanic,Spanish,English,Spanish,,Q3,4,3.2,,,,,,,,,,,,,,,,,
School J,173202,6,REG,Nat. Amer.,Cape Verdean,English,Cape Verdean,,,4.1,3.3,,,,,,,,,,,,,,,,,
School BL,282659,1,SI4,Hispanic,English,English,Spanish,,Y3,4.1,3.3,,,,,,,,,,,,,,,,,
School BC,277286,5,REG,Black,Somali,English,,,,4.1,3.3,,,,,,,,,,,,,,,,,
School BQ,277587,1,REG,Hispanic,Spanish,English,,,,4,3.2,,,,,,,,,,,,,,,,,
School AJ,158988,5,TLE,Hispanic,Spanish,Spanish,English,,R1,4,3.2,,,,,,,,,,,,,,,,,
School V,132781,11,REG,Hispanic,Spanish,Spanish,,,,4,3.2,,,,,,,,,,,,,,,,,
School B,103745,10,REG,Black,Haitian Creole,French,Haitian Creole,,,4,3.2,,,,,,,,,,,,,,,,,
School L,294205,3,REG,Hispanic,English,Spanish,,,,4,3.2,,,,,,,,,,,,,,,,,
School B,171776,11,REG,White,Albanian,Albanian,,,,4.1,3.3,,,,,,,,,,,,,,,,,
School CN,110344,12,VEP,Hispanic,Spanish,English,,,,4.1,3.3,,,,,,,,,,,,,,,,,
School BT,264574,1,REG,Hispanic,English,English,Spanish,,,4.2,3.4,,,,,,,,,,,,,,,,,
School BT,118871,1,REG,Hispanic,English,English,Spanish,,,4.2,3.4,,,,,,,,,,,,,,,,,
School S,265148,5,REG,Hispanic,Spanish,Spanish,,,,4.1,3.2,,,,,,,,,,,,,,,,,
School Q,287785,1,REG,Black,English,English,Haitian Creole,,,4.6,3.7,,,,,,,,,,,,,,,,,
